२.१४ तपाईको परिवारले कुनै चौपाया तथा पशुपंक्षी पाल्नुभएको छ ?,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/गाइगोरु/बाच्छाबाच्छी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/राँगाभैसी/पाडापाडी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/बाख्रा/खसी/बोका/च्याग्रा,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/भेडा,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/सुँगुर/वंगुर,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/कुखुरा/हाँस,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/घोडा/खच्चड,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/याक/चौरी,२.१५.१ निम्न कुन चौपाया तथा पशुपंक्षीहरु पाल्नुभएको छ ?/खरायो,२.१५.२ गाइगोरु/बाच्छाबाच्छीको संख्या,२.१५.३ गाइगोरु वार्षिक दूध उत्पादन(लिटर),२.१५.४ गाइगोरु विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ राँगाभैसी/पाडापाडीको संख्या,२.१५.३ राँगाभैसी वार्षिक दूध उत्पादन(लिटर),२.१५.४ राँगाभैसी वार्षिक मासु उत्पादन (के.जि.),२.१५.५ राँगाभैसी हाड/छाला(के.जि.),२.१५.६ राँगाभैसी विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ याक/चौरीको संख्या,२.१५.३  याक/चौरी वार्षिक दूध उत्पादन(लिटर),२.१५.४ याक/चौरी वार्षिक मासु उत्पादन (के.जि.),२.१५.५ याक/चौरी हाड/छाला(के.जि.),२.१५.६  याक/चौरी विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ बाख्रा/खसी/बोकाको संख्या,२.१५.३ बाख्रा वार्षिक दूध उत्पादन(लिटर),२.१५.४ बाख्रा वार्षिक मासु उत्पादन (के.जि.),२.१५.५ बाख्रा हाड/छाला(के.जि.),२.१५.६ बाख्रा विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ भेडाको संख्या,२.१५.३ भेडा वार्षिक दूध उत्पादन(लिटर),२.१५.४ भेडा वार्षिक मासु उत्पादन (के.जि.),२.१५.५ भेडा वार्षिक उन उत्पादन (के.जि.),२.१५.६ भेडा हाड/छाला(के.जि.),२.१५.७ भेडा विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ सुँगुर/वंगुरको संख्या,२.१५.३ सुँगुर/वंगुर वार्षिक मासु उत्पादन (के.जि.),२.१५.४ सुँगुर/वंगुर हाड/छाला(के.जि.),२.१५.५ सुँगुर/वंगुर विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ खरायोको संख्या,२.१५.३ खरायो वार्षिक मासु उत्पादन (के.जि.),२.१५.४ खरायो हाड/छाला(के.जि.),२.१५.५ खरायो विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ कुखुरा/हाँसको संख्या,२.१५.३ कुखुरा/हाँस वार्षिक मासु उत्पादन (के.जि.),२.१५.५ कुखुरा/हाँस वार्षिक अण्डा उत्पादन (संख्या),२.१५.७ कुखुरा/हाँस हाड/छाला(के.जि.),२.१५.८ कुखुरा/हाँस विक्रीबाट बार्षिक आम्दानी (रु.),२.१५.२ घोडा/खच्चड/झोपाको संख्या,२.१५.३ घोडा बार्षिक आम्दानी (रु.),"२.१६ तपाईको परिवारमा माछा, मौरी र रेशमपालन गर्नुभएको छ ?","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/माछा","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/मौरी","२.१६.१ माछा, मौरी र रेशमपालन मध्ये के-के पालन गर्नुभएको छ ?/रेशम","<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ माछापालन गरेको पोखरी संख्या,२.१६.२ माछापालन पोखरीको क्षेत्रफल,२.१३.३ माछापालन गरिएको क्षेत्रफलको इकाई,२.१६.४ बार्षिक माछा उत्पादन (के.जि.),"<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ मौरी घार संख्या,२.१६.२ बार्षिक मह उत्पादन (के.जि.),"<span style=""color:red"">नभएको खण्डमा 0 लेख्नुहोस</span>",२.१६.१ रेशमखेती कोयो संख्या,२.१६.२ बार्षिक रेशम उत्पादन (के.जि.),_index
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1906
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1907
छ,याक/चौरी गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,1,0,2,0,0,,,,,,43,10000,0,0,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1908
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1909
छ,राँगाभैसी/पाडापाडी कुखुरा/हाँस,0,1,0,0,0,1,0,0,0,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1910
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1911
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,0,0,0,0,0,0,0,2,0,0,5,500,0,0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1912
छ,भेडा कुखुरा/हाँस,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,3,0,0,0,0,35000,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1913
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,2,0,0,6,500,0,0,25000,,,,,,4,0,0,0,40000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1914
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,25000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1915
छ,बाख्रा/खसी/बोका/च्याग्रा भेडा,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,25000,2,0,0,0,0,30000,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1916
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1917
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1918
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1919
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1920
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1921
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,0,0,0,0,0,0,0,2,0,0,4,2000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1922
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1923
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,10,200,0,,,,,,,,,,,3,0,0,0,25000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1924
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1925
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1926
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1927
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,20000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1928
छ,गाइगोरु/बाच्छाबाच्छी याक/चौरी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,1,0,1,0,0,,,,,,18,5000,0,0,350000,25,0,0,0,95000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1929
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1930
छ,गाइगोरु/बाच्छाबाच्छी याक/चौरी,1,0,0,0,0,0,0,1,0,1,0,0,,,,,,17,5000,0,0,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1931
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1932
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1933
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1934
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1935
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी,1,1,0,0,0,0,0,0,0,2,0,0,6,0,100,0,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1936
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1937
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1938
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1939
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1940
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1941
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1942
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1943
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1944
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1945
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1946
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1947
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1948
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1949
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1950
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1951
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1952
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1953
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1954
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,7,0,0,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1955
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1956
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1957
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1958
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1959
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1960
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1961
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1962
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1963
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1964
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1965
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1966
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1967
छ,राँगाभैसी/पाडापाडी,0,1,0,0,0,0,0,0,0,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1968
छ,राँगाभैसी/पाडापाडी गाइगोरु/बाच्छाबाच्छी,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1969
छ,भेडा,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,0,0,0,0,25000,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1970
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1971
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1972
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी,1,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1973
छ,गाइगोरु/बाच्छाबाच्छी याक/चौरी राँगाभैसी/पाडापाडी,1,1,0,0,0,0,0,1,0,3,0,0,6,5000,0,0,45000,21,5000,0,0,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1974
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,2,0,0,0,30000,,,,,,,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1975
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1976
छ,गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी बाख्रा/खसी/बोका/च्याग्रा,1,1,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,,,,,,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1977
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1978
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1979
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1980
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1981
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1982
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छ,मौरी,0,1,0,,,,,,,2,1,,,,1983
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1984
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1985
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1986
छ,कुखुरा/हाँस,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1987
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1988
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी कुखुरा/हाँस,1,1,1,0,0,1,0,0,0,2,0,0,2,800,0,0,0,,,,,,20,0,25,10,10,,,,,,,,,,,,,,,5,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1989
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1990
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,5,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1991
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी राँगाभैसी/पाडापाडी,1,1,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1992
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1993
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1994
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1995
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा राँगाभैसी/पाडापाडी कुखुरा/हाँस,1,1,1,0,0,1,0,0,0,2,0,0,400,0,0,0,0,,,,,,5,0,0,0,0,,,,,,,,,,,,,,,6,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1996
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1997
छ,राँगाभैसी/पाडापाडी कुखुरा/हाँस,0,1,0,0,0,1,0,0,0,,,,2,200,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,1998
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,1999
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2000
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2001
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,3,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,2002
छ,बाख्रा/खसी/बोका/च्याग्रा,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2003
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2004
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,3,0,0,,,,,,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,6,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,2005
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2006
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2007
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2008
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी कुखुरा/हाँस,1,0,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,8,0,0,0,0,,,छैन,,,,,,,,,,,,,,,,2009
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2010
छ,गाइगोरु/बाच्छाबाच्छी याक/चौरी,1,0,0,0,0,0,0,1,0,1,0,0,,,,,,16,5000,0,0,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2011
छ,गाइगोरु/बाच्छाबाच्छी,1,0,0,0,0,0,0,0,0,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2012
छ,बाख्रा/खसी/बोका/च्याग्रा गाइगोरु/बाच्छाबाच्छी,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,20,0,100,0,65000,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2013
छ,गाइगोरु/बाच्छाबाच्छी बाख्रा/खसी/बोका/च्याग्रा,1,0,1,0,0,0,0,0,0,2,0,0,,,,,,,,,,,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2014
छैन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,छैन,,,,,,,,,,,,,,,,2015
